SN,District,Administrative Division,Position,Ward,Name,Age,Gender,Party,Votes,Status
4906,Makwanpur,Bakaiya Rural Municipality,Ward Member,1,प्रमे बहादिु फुयाल,38,M,Communist Party of Nepal (Maoist Centre),232,Elected
4907,Makwanpur,Bakaiya Rural Municipality,Ward Member,1,िीमबहादिु नथङ,49,M,Communist Party of Nepal (Maoist Centre),228,Elected
4908,Makwanpur,Bakaiya Rural Municipality,Female Ward Member,1,सनमला र्ाइर्ा,29,F,Communist Party of Nepal (Maoist Centre),234,Elected
4909,Makwanpur,Bakaiya Rural Municipality,Dalit Female Ward Member,1,लाली माया क्रर्श् र्कमा,64,F,Communist Party of Nepal (UML),0,Unopposed
4910,Makwanpur,Bakaiya Rural Municipality,Ward President,2,क्रर्ि मान बल,34,M,Communist Party of Nepal (Maoist Centre),331,Elected
4911,Makwanpur,Bakaiya Rural Municipality,Ward Member,2,न्जत बहादिु न्जम्बा,39,M,Communist Party of Nepal (UML),325,Elected
4912,Makwanpur,Bakaiya Rural Municipality,Ward Member,2,गन बहादिु मकु्तान,37,M,Communist Party of Nepal (Maoist Centre),321,Elected
4913,Makwanpur,Bakaiya Rural Municipality,Female Ward Member,2,क्रर्ष् ण ुिजेुल,34,F,Communist Party of Nepal (UML),328,Elected
4914,Makwanpur,Bakaiya Rural Municipality,Dalit Female Ward Member,2,सम्झना परियाि,26,F,Communist Party of Nepal (UML),329,Elected
4915,Makwanpur,Bakaiya Rural Municipality,Ward President,3,ददल बहादिु बोम्जन,41,M,Nepali Congress,535,Elected
